Path,Cut,Counts
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/tag_1_delphes_events.root,e_e_e,777
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,C0,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,noCuts,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,mu_mu_e,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,e_e_e,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,C0,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,noCuts,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,mu_mu_e,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,e_e_e,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m__delphes_events.root,C0,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m__delphes_events.root,C0,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel__1/Events/run_01/m__delphes_events.root,C0,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel__1/Events/run_01/m__delphes_events.root,noCuts,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel__1/Events/run_01/m__delphes_events.root,mu_mu_e,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel__1/Events/run_01/m__delphes_events.root,e_e_e,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel__2/Events/run_01/m__delphes_events.root,C0,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel__2/Events/run_01/m__delphes_events.root,noCuts,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel__2/Events/run_01/m__delphes_events.root,mu_mu_e,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel__2/Events/run_01/m__delphes_events.root,e_e_e,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m__delphes_events.root,C0,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m__delphes_events.root,C0,50000
/disco1/SIMULACIONES/z+jets/z+jets_1/Events/run_01/m_delphes_events.root,C0,39993
/disco1/SIMULACIONES/z+jets/z+jets_1/Events/run_01/m_delphes_events.root,C0,39993
/disco1/SIMULACIONES/z+jets/z+jets_1/Events/run_01/m_delphes_events.root,noCuts,39993
/disco1/SIMULACIONES/z+jets/z+jets_1/Events/run_01/m_delphes_events.root,mu_mu_e,1
/disco1/SIMULACIONES/z+jets/z+jets_1/Events/run_01/m_delphes_events.root,e_e_e,0
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m__delphes_events.root,C0,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m__delphes_events.root,noCuts,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m__delphes_events.root,mu_mu_e,4126
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m__delphes_events.root,e_e_e,3746
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m__delphes_events.root,C0,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m__delphes_events.root,noCuts,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m__delphes_events.root,mu_mu_e,3981
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m__delphes_events.root,e_e_e,3759
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,C0,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,noCuts,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,mu_mu_e,4126
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,e_e_e,3746
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,mu_mu_mu,4538
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,e_e_mu,4540
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,C0,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,noCuts,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,mu_mu_e,3981
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,e_e_e,3759
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,mu_mu_mu,4510
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,e_e_mu,4421
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,C0,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,noCuts,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,mu_mu_e,4126
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,e_e_e,3746
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,mu_mu_mu,4538
/disco3/SIMULACIONES/NATP/W_channel/W_channel_1/Events/run_01/m_delphes_events.root,e_e_mu,4540
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,C0,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,noCuts,50000
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,mu_mu_e,3981
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,e_e_e,3759
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,mu_mu_mu,4510
/disco3/SIMULACIONES/NATP/W_channel/W_channel_2/Events/run_01/m_delphes_events.root,e_e_mu,4421
